Merchant_ID,Merchant_Name,Category,City,State
M201673,Contractor-Sathe,Clothing,Tadepalligudem,Tripura
M201674,Jha-Bassi,Travel,Gopalpur,Telangana
M201675,Gade-Agate,Food Delivery,Amroha,Telangana
M201676,"Sethi, Shere and Sridhar",Grocery,Burhanpur,Jharkhand
M201677,Bassi LLC,Clothing,Bhubaneswar,Assam
M201678,"Khosla, Bora and Sengupta",Clothing,Malda,Himachal Pradesh
M201679,Chandra-Bhakta,Grocery,Gandhinagar,Uttarakhand
M201680,Dugar-Sehgal,Electronics,Varanasi,Tripura
M201681,"Jaggi, Kaul and Keer",Travel,Phusro,West Bengal
M201682,Bhatti-Sule,Food Delivery,Unnao,Haryana
M201683,"Dewan, Soni and Mangat",Electronics,Navi Mumbai,Assam
M201684,"Wali, Kulkarni and Bath",Recharge,Chinsurah,West Bengal
M201685,Dani and Sons,Clothing,Kottayam,Goa
M201686,"Sarin, Rajagopal and Ray",Food Delivery,Jamshedpur,Bihar
M201687,Dara-Dara,Recharge,Fatehpur,Gujarat
M201688,Zacharia LLC,Recharge,Vellore,West Bengal
M201689,Rana Ltd,Electronics,Cuttack,Rajasthan
M201690,Bora-Gopal,Education,Mau,Maharashtra
M201691,Karpe-Bumb,Travel,Ambarnath,Goa
M201692,Lad-Saxena,Electronics,Sultan Pur Majra,Sikkim
M201693,Tiwari Group,Grocery,Pali,Punjab
M201694,Kapur Inc,Education,Bally,Manipur
M201695,"Hora, Ramesh and Bhatti",Electronics,Morena,Odisha
M201696,Sami Group,Grocery,Erode,Uttarakhand
M201697,Gandhi-Bhardwaj,Recharge,Aizawl,Bihar
M201698,Shroff PLC,Education,Suryapet,Tamil Nadu
M201699,"Verma, Kara and Mallick",,Salem,Karnataka
M201700,Bora-Jhaveri,Recharge,Jaunpur,Manipur
M201701,Soni Ltd,Recharge,Kolkata,Telangana
M201702,Kala LLC,Electronics,Jhansi,Nagaland
M201703,Sahni-Seshadri,Education,Bareilly,Karnataka
M201704,Halder-Hans,,Bhubaneswar,Telangana
M201705,Das-Roy,Clothing,Ambarnath,Arunachal Pradesh
M201706,"Raj, Borra and Chand",Recharge,Chinsurah,Chhattisgarh
M201707,"Mander, Ratti and Bhat",Recharge,Faridabad,Sikkim
M201708,Gade-Lalla,Recharge,Gwalior,Mizoram
M201709,Sengupta-Kakar,Education,Moradabad,Bihar
M201710,Bhandari PLC,Food Delivery,Bhavnagar,Goa
M201711,Grewal PLC,Electronics,Gulbarga,Himachal Pradesh
M201712,"Koshy, Chad and Dhaliwal",Clothing,Tadepalligudem,Jharkhand
M201713,"Bose, Vig and Bhagat",Clothing,Bhubaneswar,Odisha
M201714,"Tak, Deep and Sarma",Education,Chennai,Maharashtra
M201715,Kamdar Ltd,Food Delivery,Howrah,Gujarat
M201716,"Bhakta, Ganesan and Dani",Recharge,Chapra,Telangana
M201717,Mand Inc,Food Delivery,Navi Mumbai,Meghalaya
M201718,Amble Inc,Recharge,Fatehpur,Odisha
M201719,"Ganguly, Iyengar and Saraf",Clothing,Gorakhpur,Manipur
M201720,"Maharaj, Lalla and Joshi",Clothing,Haridwar,West Bengal
M201721,Gole-Kothari,Electronics,Hazaribagh,Nagaland
M201722,Lal PLC,Electronics,Tezpur,Bihar
M201723,Kapadia and Sons,Travel,Udaipur,Himachal Pradesh
M201724,Subramanian Inc,Grocery,Jodhpur,Chhattisgarh
M201725,"Rao, Vala and Bahl",Grocery,Howrah,Meghalaya
M201726,Shah Inc,Electronics,Agra,Rajasthan
M201727,Jha LLC,Electronics,Firozabad,West Bengal
M201728,Aurora Ltd,Recharge,Panchkula,Meghalaya
M201729,"Chanda, Lanka and Devan",Education,Orai,Tamil Nadu
M201730,Lal Inc,Education,Bongaigaon,Maharashtra
M201731,Mandal-Mahajan,Electronics,Cuttack,Madhya Pradesh
M201732,Kumer Ltd,Food Delivery,Shahjahanpur,West Bengal
M201733,Ahluwalia-Sura,Recharge,Khora ,Tamil Nadu
M201734,Reddy-Vasa,Recharge,Raipur,Gujarat
M201735,Wali-Balasubramanian,Food Delivery,Chandigarh,Arunachal Pradesh
M201736,Dewan-Varty,Clothing,Korba,Himachal Pradesh
M201737,Chaudry PLC,Food Delivery,Machilipatnam,Karnataka
M201738,Gala-Mandal,Food Delivery,Pali,Himachal Pradesh
M201739,"Datta, Bajwa and Tak",Recharge,Rajpur Sonarpur,Tamil Nadu
M201740,"Tailor, Saraf and Singh",Recharge,Bijapur,Maharashtra
M201741,Balan-Rajagopal,Recharge,Srinagar,Bihar
M201742,Jaggi Inc,Recharge,Khammam,Kerala
M201743,"Iyer, Sachdev and Dutta",Clothing,Bhagalpur,Uttarakhand
M201744,Garg-Khurana,Education,Vijayanagaram,Uttarakhand
M201745,"Sachdev, Lad and Mandal",Electronics,Jhansi,Rajasthan
M201746,Kibe-Raja,Clothing,Faridabad,Sikkim
M201747,Venkatesh Group,Grocery,Kochi,Kerala
M201748,Sur-Bhavsar,Clothing,New Delhi,Andhra Pradesh
M201749,"Garg, Jhaveri and Salvi",Electronics,Vijayanagaram,Telangana
M201750,"Shetty, Thaker and Trivedi",,Dindigul,West Bengal
M201751,"Chad, Jhaveri and Kanda",Food Delivery,Saharsa,Madhya Pradesh
M201752,Lala Group,Recharge,Amroha,Uttarakhand
M201753,Apte LLC,,Rourkela,Meghalaya
M201754,Dugar-Ratta,Recharge,Buxar,Odisha
M201755,Venkataraman-Rama,Grocery,Deoghar,Punjab
M201756,Ranganathan-Arya,Recharge,Warangal,Tripura
M201757,Rao Group,Education,Solapur,Rajasthan
M201758,Ahuja-Hayre,Travel,Hyderabad,Andhra Pradesh
M201759,"Choudhary, Apte and Bedi",Food Delivery,Katihar,Arunachal Pradesh
M201760,"Kala, Vasa and Gaba",Food Delivery,Thrissur,Maharashtra
M201761,Sagar-Comar,Clothing,Yamunanagar,Telangana
M201762,"Ratti, Wali and Gill",,Kochi,Meghalaya
M201763,Kale-Rao,Clothing,Satna,Haryana
M201764,Sarma and Sons,Electronics,Farrukhabad,Goa
M201765,Shanker PLC,Electronics,Erode,Bihar
M201766,Tella-Jha,Clothing,Ranchi,Odisha
M201767,"Vohra, Doctor and Aurora",Clothing,Junagadh,Uttarakhand
M201768,"Kanda, Kara and Bhasin",Grocery,Mysore,Chhattisgarh
M201769,"Chaudhry, Gala and Thaker",Recharge,Aurangabad,Sikkim
M201770,Grover Inc,Travel,Avadi,Madhya Pradesh
M201771,Chopra Group,Clothing,Berhampur,Telangana
M201772,Bora Inc,Clothing,Bardhaman,Rajasthan
M201773,"Desai, Srinivas and Brahmbhatt",Food Delivery,Bareilly,Andhra Pradesh
M201774,Jain and Sons,Education,Vadodara,Tripura
M201775,Bhattacharyya-Mangat,Travel,Dindigul,Haryana
M201776,Yadav-Hayre,Clothing,Tirupati,Madhya Pradesh
M201777,"Bir, Kar and Dhar",Clothing,Bidhannagar,Andhra Pradesh
M201778,"Tandon, Doshi and Sibal",Grocery,Jalgaon,Haryana
M201779,Rout LLC,Food Delivery,Ulhasnagar,Maharashtra
M201780,Borde-Bhatt,Travel,Gulbarga,Gujarat
M201781,Upadhyay LLC,Travel,Malda,Karnataka
M201782,Butala-Chana,Clothing,Bihar Sharif,Punjab
M201783,Ghosh PLC,Recharge,Haridwar,Karnataka
M201784,Kala LLC,Recharge,Bhilai,Uttarakhand
M201785,"Bhargava, Saha and Mani",Recharge,Amaravati,Odisha
M201786,Sibal-Dubey,Food Delivery,Burhanpur,Manipur
M201787,Raju and Sons,,Jhansi,Tripura
M201788,Jhaveri Group,Travel,Bhiwani,Bihar
M201789,Brar-Wable,Clothing,Tiruvottiyur,Goa
M201790,Maharaj-Zachariah,Education,Bihar Sharif,Tamil Nadu
M201791,Walia-Lalla,Recharge,Saharsa,Himachal Pradesh
M201792,"Sachdev, Gill and Khanna",Recharge,Davanagere,Manipur
M201793,"Dayal, Savant and Ratti",Travel,Noida,Himachal Pradesh
M201794,"Mahajan, Shukla and Manne",Grocery,Delhi,Mizoram
M201795,Bhardwaj and Sons,Clothing,Aligarh,Gujarat
M201796,"Warrior, Chander and Shroff",Education,Burhanpur,Telangana
M201797,"Sampath, Deol and Kaul",Food Delivery,Arrah,Sikkim
M201798,"Chaudry, Acharya and Bala",Clothing,Hospet,Uttarakhand
M201799,Wadhwa-Cherian,Travel,South Dumdum,Himachal Pradesh
M201800,Thaker and Sons,Electronics,Panvel,Sikkim
M201801,Mall-Sathe,Clothing,Jalgaon,Telangana
M201802,Khanna Inc,Grocery,Rajpur Sonarpur,Maharashtra
M201803,"Dhillon, Wagle and Dass",Travel,Arrah,Gujarat
M201804,"Banerjee, Sibal and Kant",Grocery,Jabalpur,Madhya Pradesh
M201805,Sharaf PLC,Grocery,Madanapalle,Bihar
M201806,Chana and Sons,Electronics,Bathinda,Odisha
M201807,Iyer-Bath,Travel,Kakinada,Madhya Pradesh
M201808,"Banerjee, Sahni and Khanna",Grocery,Bhimavaram,Goa
M201809,Agrawal Ltd,Education,Haldia,Andhra Pradesh
M201810,Gera-Amble,Recharge,Sri Ganganagar,Nagaland
M201811,"Gola, Bir and Dalal",Grocery,Kakinada,Uttar Pradesh
M201812,Bala and Sons,Education,Ratlam,Madhya Pradesh
M201813,Konda Ltd,Recharge,Bhopal,Haryana
M201814,Bahri and Sons,Travel,Bongaigaon,Telangana
M201815,Biswas PLC,Recharge,Navi Mumbai,Punjab
M201816,Jha Inc,Clothing,Gangtok,Andhra Pradesh
M201817,Sundaram-Sabharwal,Clothing,Nanded,Goa
M201818,"Mand, Suri and Roy",Food Delivery,Mysore,Uttarakhand
M201819,"Barad, Kanda and Manne",Clothing,Khandwa,Karnataka
M201820,"Saini, Sha and Chacko",Grocery,Phusro,Nagaland
M201821,Tailor-Shanker,Education,Dewas,Arunachal Pradesh
M201822,"Dyal, Wason and Mangat",Food Delivery,Jammu,Madhya Pradesh
M201823,Subramanian LLC,Clothing,Dhule,Bihar
M201824,Kunda and Sons,Education,Davanagere,Nagaland
M201825,Brahmbhatt-Dash,Travel,Ludhiana,Manipur
M201826,Butala-Dara,Education,Jabalpur,Assam
M201827,"Deep, Ranganathan and Bali",Recharge,Kurnool,Tamil Nadu
M201828,Rama PLC,Travel,Haldia,Uttar Pradesh
M201829,Bains Ltd,Education,Sagar,Tamil Nadu
M201830,Tandon-Sidhu,Grocery,Shimla,Telangana
M201831,"Mander, Goswami and Konda",Clothing,Ozhukarai,Uttar Pradesh
M201832,Cheema Group,Clothing,Rohtak,Maharashtra
M201833,"Das, Doctor and Tata",Recharge,Adoni,Odisha
M201834,Anne-Tailor,Grocery,Tadepalligudem,Meghalaya
M201835,"Dutt, Kothari and Apte",Electronics,Bokaro,Telangana
M201836,Kurian PLC,Grocery,Jhansi,Jharkhand
M201837,Chander-Bumb,Education,Hospet,Manipur
M201838,"Srivastava, Mall and Kalita",Travel,Hindupur,Chhattisgarh
M201839,Mani PLC,Clothing,Buxar,Manipur
M201840,Sethi-Dave,Recharge,Kumbakonam,Tamil Nadu
M201841,Gulati LLC,Grocery,Pallavaram,Odisha
M201842,Sur-Chandran,Grocery,Ballia,Kerala
M201843,Dugar and Sons,Education,Coimbatore,West Bengal
M201844,Ratti Inc,Electronics,Kavali,Chhattisgarh
M201845,Kumar Inc,,Nellore,Andhra Pradesh
M201846,"Sastry, Garg and Sandhu",Education,Kanpur,Manipur
M201847,Khurana-Balan,Grocery,Ghaziabad,Rajasthan
M201848,Ganguly-Chana,Grocery,Muzaffarpur,Uttar Pradesh
M201849,Basu Group,Electronics,Mira-Bhayandar,Uttar Pradesh
M201850,"Ahuja, Raja and Kumer",Clothing,Uluberia,Tamil Nadu
M201851,Shere-Bhat,Food Delivery,Bongaigaon,Sikkim
M201852,Bal LLC,Travel,Gangtok,Meghalaya
M201853,"Bhalla, Rege and Subramanian",Travel,Bhilwara,Gujarat
M201854,Madan-Deshmukh,Clothing,Narasaraopet,Meghalaya
M201855,"Karnik, Bhagat and Ravel",Electronics,Sagar,Madhya Pradesh
M201856,"Kamdar, Balay and Lata",Electronics,Kochi,Uttarakhand
M201857,Kade Ltd,Food Delivery,Bilaspur,Uttarakhand
M201858,"Brar, Sane and Agrawal",Clothing,Jalandhar,Nagaland
M201859,Suresh PLC,Recharge,Gudivada,Nagaland
M201860,Hayer-Sarin,Clothing,Bhusawal,Kerala
M201861,Dua Ltd,Education,Jehanabad,Punjab
M201862,Dani-Sathe,Recharge,Kavali,Chhattisgarh
M201863,"Bhasin, Sidhu and Kade",Travel,Katni,Tamil Nadu
M201864,Chanda Inc,Electronics,Ludhiana,Himachal Pradesh
M201865,"Bhalla, Talwar and Chacko",Recharge,Thrissur,Karnataka
M201866,Dyal-Wason,Grocery,Panihati,Haryana
M201867,"Lata, Biswas and Uppal",Electronics,Hyderabad,Tripura
M201868,"Brar, Lalla and Raju",Food Delivery,Bilaspur,Rajasthan
M201869,Dewan-Swamy,Electronics,Meerut,Jharkhand
M201870,Sem-Gala,Grocery,Gudivada,Bihar
M201871,Dalal-Dugar,Education,Bhagalpur,Haryana
M201872,Jayaraman PLC,Food Delivery,Kavali,Haryana
M201873,"Borah, Hora and Saxena",Clothing,Karnal,Andhra Pradesh
M201874,"Krish, Iyengar and Solanki",Food Delivery,Gaya,Odisha
M201875,"Manda, Butala and Sangha",Grocery,Asansol,Jharkhand
M201876,"Grewal, Zacharia and Bath",Grocery,Jhansi,Himachal Pradesh
M201877,Kumar-Devi,Grocery,Amroha,Goa
M201878,"Lata, Kala and Butala",Electronics,Ambattur,Maharashtra
M201879,"Ghosh, Sanghvi and Dass",Food Delivery,Dibrugarh,Nagaland
M201880,"Ahuja, Sanghvi and Lall",Travel,Shimla,Meghalaya
M201881,Bera LLC,Electronics,Loni,Uttar Pradesh
M201882,"Keer, Swamy and Arya",Grocery,Vellore,Telangana
M201883,"Bhargava, Gara and Dasgupta",Grocery,Ahmednagar,Odisha
M201884,"Malhotra, Saha and Chada",Electronics,Amritsar,West Bengal
M201885,Comar PLC,Clothing,Bathinda,Kerala
M201886,Sarna PLC,Recharge,Maheshtala,Meghalaya
M201887,"Manda, Chanda and Keer",Education,Bhatpara,Chhattisgarh
M201888,Sarma Inc,Electronics,Chennai,Maharashtra
M201889,Balay and Sons,Grocery,Sasaram,Rajasthan
M201890,Gala-Chaudhary,Recharge,Nellore,Odisha
M201891,Sarraf-Yohannan,Travel,Panihati,Telangana
M201892,Ramakrishnan LLC,,Hindupur,Rajasthan
M201893,Krishna-Malhotra,Clothing,Barasat,Andhra Pradesh
M201894,Halder Inc,Education,Ambarnath,Maharashtra
M201895,Agarwal and Sons,Grocery,Amritsar,Nagaland
M201896,Ahuja-Ravel,Recharge,Gandhinagar,Himachal Pradesh
M201897,Koshy Inc,Electronics,Siwan,Odisha
M201898,Venkatesh-Randhawa,,Parbhani,Meghalaya
M201899,Dalal and Sons,Clothing,Hajipur,Punjab
M201900,"Wadhwa, Manda and Agarwal",Travel,Mumbai,Bihar
M201901,Upadhyay Ltd,Food Delivery,Saharsa,Uttarakhand
M201902,Yohannan Inc,Food Delivery,Darbhanga,Jharkhand
M201903,Raval-Sawhney,Food Delivery,Latur,Nagaland
M201904,Seshadri Inc,Food Delivery,Nagpur,Kerala
M201905,"Srinivasan, Rege and Chander",Education,Kollam,Jharkhand
M201906,"Kar, Dhingra and Bandi",Food Delivery,Bidhannagar,Bihar
M201907,Salvi-Tara,Recharge,Cuttack,Gujarat
M201908,"Mannan, Grover and Varkey",Clothing,Raurkela Industrial Township,Manipur
M201909,"Gara, Soman and Bhatti",Food Delivery,Bhiwandi,Rajasthan
M201910,"Dua, Hayer and Sem",Education,Singrauli,Himachal Pradesh
M201911,Doctor LLC,Grocery,Mango,Kerala
M201912,"Suri, Bala and Luthra",Electronics,Raichur,Mizoram
M201913,Batra-Subramanian,Clothing,Bidhannagar,Nagaland
M201914,"Sen, Barad and Krishnamurthy",Grocery,Meerut,Goa
M201915,Ravel Ltd,Recharge,Chapra,Tripura
M201916,Mammen-Golla,Food Delivery,Thrissur,Sikkim
M201917,"Srivastava, Sidhu and Jani",Grocery,Sirsa,Andhra Pradesh
M201918,Rau-Chanda,Grocery,New Delhi,Tripura
M201919,Samra LLC,Education,Udaipur,Mizoram
M201920,"Ray, Kothari and Bawa",Recharge,Bidhannagar,Telangana
M201921,"Sinha, Kuruvilla and Shan",Electronics,Amaravati,Kerala
M201922,"Jha, Roy and Verma",Food Delivery,Dehri,Uttarakhand
M201923,"Tata, Bandi and Das",Grocery,Saharsa,Odisha
M201924,Thakur-Chada,,Madanapalle,Kerala
M201925,"Mangal, Sarkar and Sahota",Education,Baranagar,Assam
M201926,"Sahni, Thakkar and Keer",Travel,Etawah,Bihar
M201927,Bala-Swamy,Education,Burhanpur,Chhattisgarh
M201928,Andra-Banerjee,Food Delivery,Patna,Chhattisgarh
M201929,Kakar PLC,Recharge,Tinsukia,Maharashtra
M201930,Joshi LLC,Electronics,Kottayam,Rajasthan
M201931,"Balakrishnan, Chhabra and Soni",Electronics,Fatehpur,Jharkhand
M201932,Kalla-Thaman,Recharge,Kishanganj,Mizoram
M201933,Salvi-Sen,Food Delivery,Howrah,Tripura
M201934,Sani LLC,,Loni,Andhra Pradesh
M201935,"Dhar, Choudhury and Baria",Electronics,Ratlam,Assam
M201936,"Chakrabarti, Keer and Ahluwalia",Education,Guwahati,Telangana
M201937,Sangha Inc,Clothing,Motihari,Mizoram
M201938,Luthra-Bakshi,Recharge,Meerut,West Bengal
M201939,Gour-Malhotra,Travel,Panipat,Goa
M201940,Tandon-Jayaraman,Food Delivery,Alwar,Chhattisgarh
M201941,Tank-Saini,Recharge,Chittoor,Madhya Pradesh
M201942,Sarin PLC,Education,Bikaner,Goa
M201943,"Rajagopal, Din and Brar",Electronics,Pudukkottai,Jharkhand
M201944,"Karpe, Kaul and Ganesan",Electronics,Bardhaman,Sikkim
M201945,Mallick-Sethi,Travel,Ahmedabad,Haryana
M201946,Thaman LLC,Grocery,Kurnool,Haryana
M201947,Tata-Bali,Electronics,Pondicherry,Rajasthan
M201948,Choudhry-Din,Education,Rajahmundry,Haryana
M201949,"Ramakrishnan, Luthra and Vasa",Travel,Hospet,West Bengal
M201950,Gola-Borra,Recharge,Davanagere,Gujarat
M201951,Desai Group,Education,Ghaziabad,Tamil Nadu
M201952,"Chacko, Varkey and Singh",Electronics,Bhopal,West Bengal
M201953,Krishnan Inc,Grocery,Amritsar,Jharkhand
M201954,Bhargava LLC,Education,Visakhapatnam,Goa
M201955,Deshpande Group,Electronics,Raurkela Industrial Township,Nagaland
M201956,Grewal Inc,Education,Tiruvottiyur,Punjab
M201957,"Chadha, Behl and Varkey",Travel,Ichalkaranji,Rajasthan
M201958,Bava Ltd,Travel,Etawah,Goa
M201959,Kuruvilla Group,Recharge,Mumbai,Uttarakhand
M201960,Bajaj-Suri,Electronics,Hosur,Uttarakhand
M201961,Chaudhuri Ltd,Clothing,Jaunpur,Uttarakhand
M201962,Sarraf-Shenoy,Travel,Gandhidham,Karnataka
M201963,Dasgupta-Kakar,Recharge,Dehradun,Uttarakhand
M201964,Kakar Ltd,Electronics,Bhalswa Jahangir Pur,Madhya Pradesh
M201965,Mane Ltd,Education,Panchkula,Himachal Pradesh
M201966,"Guha, Guha and Aurora",Recharge,Katihar,Mizoram
M201967,Randhawa-Dada,Travel,Ghaziabad,Bihar
M201968,Varma LLC,Grocery,Erode,Meghalaya
M201969,Gill PLC,Electronics,Yamunanagar,Haryana
M201970,"Gara, Rajagopal and Baral",Recharge,Bulandshahr,Goa
M201971,Rastogi and Sons,Clothing,Maheshtala,Himachal Pradesh
M201972,Aurora-Thaman,Recharge,Siliguri,West Bengal
M201973,"Wagle, Mander and Maharaj",Education,Ichalkaranji,Haryana
M201974,Chana-Balan,Food Delivery,Jorhat,Maharashtra
M201975,Barman-Ram,Travel,Shimoga,Mizoram
M201976,Sem-Bassi,Electronics,Buxar,Manipur
M201977,"Saini, Chadha and Sood",Travel,Morbi,Bihar
M201978,"Luthra, Chanda and Rege",Travel,Lucknow,Tripura
M201979,"Agarwal, Sankar and Bal",Travel,Howrah,Punjab
M201980,Sood-Mander,Food Delivery,Aligarh,Uttarakhand
M201981,Andra-Bajaj,Travel,Ranchi,Himachal Pradesh
M201982,Agrawal-Bajaj,Travel,Anantapuram,Punjab
M201983,Tak PLC,Electronics,Tumkur,Goa
M201984,Kadakia LLC,Grocery,Kumbakonam,Gujarat
M201985,Golla-Dixit,Travel,Dehradun,Jharkhand
M201986,Gulati PLC,Recharge,Sri Ganganagar,Odisha
M201987,Desai LLC,Electronics,Gurgaon,Himachal Pradesh
M201988,Sanghvi Group,Recharge,Machilipatnam,Mizoram
M201989,Sen LLC,Clothing,Khammam,Rajasthan
M201990,Kara-Kaur,Clothing,Meerut,Chhattisgarh
M201991,Dani-Mall,Electronics,Imphal,Maharashtra
M201992,Barad LLC,Education,Surendranagar Dudhrej,Andhra Pradesh
M201993,Barman-Ravi,Recharge,Bathinda,Tamil Nadu
M201994,"Ghose, Chakrabarti and Baral",Travel,Kulti,Sikkim
M201995,"Lad, Varughese and Banerjee",Education,Chittoor,Odisha
M201996,Dash PLC,Clothing,Korba,Punjab
M201997,Kala PLC,Food Delivery,Secunderabad,Uttar Pradesh
M201998,Thakkar-Edwin,Electronics,Tiruvottiyur,West Bengal
M201999,Dhillon LLC,Electronics,Tenali,Telangana
